file,library,model,valid,time_seconds,errors,warnings,source,cpg_file,has_cpg,has_ground_truth,correct,expected_valid,error_match,warning_match
USPSTFStatinUseForPrimaryPreventionOfCVDInAdultsSharedLogicFHIRv401.json,USPSTFStatinUseForPrimaryPreventionOfCVDInAdultsSharedLogicFHIRv401,llama-3.3-70b,True,0.7019522190093994,,,groq,USPSTF_Statin_Use_CPG.md,True,True,True,True,,
Condition_and_Medication_Count_FHIRv401.json,Condition_and_Medication_Count_FHIRv401,llama-3.3-70b,True,0.6114561557769775,,,groq,Condition_Medication_Count_CPG.md,True,True,True,True,,
Chlamydia_Screening_Common_CQL.json,ChlamydiaScreening_CDS_UsingCommon,llama-3.3-70b,True,0.47815847396850586,,,groq,Chlamydia_Screening_CPG.md,True,True,True,True,,
Adult-Weight-Screening-and-Follow-Up-OpenEMR.json,Adult-Weight-Screening-and-Follow-Up-OpenEMR,llama-3.3-70b,True,0.6689600944519043,,,groq,Adult-Weight-Screening-and-Follow-Up-OpenEMR_CPG.md,True,True,True,True,,
Breast-Cancer-Screening-OpenEMR.json,Breast-Cancer-Screening-OpenEMR,llama-3.3-70b,True,0.7570500373840332,,,groq,Breast-Cancer-Screening-OpenEMR_CPG.md,True,True,True,True,,
Colon-Cancer-Screening-OpenEMR.json,Colon-Cancer-Screening-OpenEMR,llama-3.3-70b,True,0.34418392181396484,,,groq,Colon-Cancer-Screening-OpenEMR_CPG.md,True,True,True,True,,
Prostate-Cancer-Screening-OpenEMR.json,Prostate-Cancer-Screening-OpenEMR,llama-3.3-70b,True,0.6113200187683105,,,groq,Prostate-Cancer-Screening-OpenEMR_CPG.md,True,True,True,True,,
Depression_screening.json,DepressionScreening_CDS,llama-3.3-70b,True,0.5194804668426514,,,groq,Depression_screening_CPG.md,True,True,True,True,,
Osteoporosis screening.json,Osteoporosis_Screening_CDS,llama-3.3-70b,True,0.26416516304016113,,,groq,Osteoporosis-Screening_CPG.md,True,True,True,True,,
Hypertension-Screening.json,Hypertension-Screening,llama-3.3-70b,False,0.48575568199157715,"The ELM implementation uses an age of 25 in the ""Minimum Age"" statement, but the CPG requirements specify a minimum age of 18. Additionally, the ""Encounter to Screen for Blood Pressure"" statement uses a time interval of 6 months, but the CPG requirements specify a time interval of 1 year (12 months).",,groq,Hypertension-Screening_CPG.md,True,True,True,False,,
Statin-Therapy-for-CVD-Prevention.json,Statin-Therapy-for-CVD-Prevention,llama-3.3-70b,False,0.6595337390899658,"The age range in the ELM implementation has an upper limit of 80 years, but the CPG requirements specify an upper limit of 85 years.",,groq,Statin-Therapy-for-CVD-Prevention_CPG.md,True,True,True,False,,
Type-2-Diabetes-Diagnosis.json,Type-2-Diabetes-Diagnosis,llama-3.3-70b,False,0.5260906219482422,"The HbA1c Laboratory Test value in the ELM implementation is 9, but according to the CPG requirements, it should be 6.5. The age range in the ELM implementation is correctly set to 18 years or older.",,groq,Type-2-Diabetes-Diagnosis_CPG.md,True,True,True,False,,
Cervical-Cancer-Screening.json,Cervical_Cancer_Screening_CDS,llama-3.3-70b,True,0.47646188735961914,,,groq,Cervical-Cancer-Screening_CPG.md,True,True,True,True,,
Lung-Cancer-Screening.json,Lung_Cancer_Screening_CDS,llama-3.3-70b,False,1.1794548034667969,"; The CPG requires an age range of 50 to 80 years, but the ELM implementation does not explicitly check for a 20 pack-year smoking history.; The CPG requires that the patient has quit smoking within the past 15 years, but this condition is not implemented in the ELM.; The ELM implementation checks for the existence of a smoking history, but it does not verify that the patient has a history of at least 20 pack-years.; The CPG recommends annual screening for patients who meet the inclusion criteria, but the ELM implementation does not specify the frequency of screening.; The ELM implementation checks if the patient has had an LDCT scan in the past year, which matches the CPG requirement.; The rationale in the ELM implementation is incomplete, it should include ""Grade B recommendation"" as specified in the CPG.",,groq,Lung-Cancer-Screening_CPG.md,True,True,False,True,,
AAA-Screening.json,AAA_Screening_CDS,llama-3.3-70b,True,0.5228867530822754,,,groq,AAA-Screening_CPG.md,True,True,True,True,,
Alcohol-Misuse-Screening.json,Alcohol_Misuse_Screening_CDS,llama-3.3-70b,True,0.36884045600891113,,,groq,Alcohol-Misuse-Screening_CPG.md,True,True,True,True,,
Falls-Prevention-Screening.json,Falls_Prevention_Screening_CDS,llama-3.3-70b,True,0.38773012161254883,,,groq,Falls-Prevention-Screening_CPG.md,True,True,True,True,,
Tobacco-Use-Screening.json,Tobacco_Use_Screening_CDS,llama-3.3-70b,True,0.17404818534851074,,,groq,Tobacco-Use-Screening_CPG.md,True,True,True,True,,
Colorectal-Cancer-Average-Risk-Screening.json,Colorectal_Cancer_AverageRisk_Screening_CDS,llama-3.3-70b,False,0.6098001003265381,"; The minimum age in the ELM implementation is set to 60, but according to the CPG requirements, it should be 45.; The maximum age in the ELM implementation is set to 75, which matches the CPG requirements.; The recent colorectal screening time interval in the ELM implementation is set to 2 years, but according to the CPG requirements, it should be 1 year.; The rationale expression in the ELM implementation returns null for both conditions (InPopulation = true and InPopulation = false), but according to the CPG requirements, it should return a specific rationale when screening is needed.",,groq,Colorectal-Cancer-Average-Risk-Screening_CPG.md,True,True,True,False,,
Anxiety-Screening.json,Anxiety_Screening_CDS,llama-3.3-70b,False,0.867840051651001,"The ELM implementation uses a 6-month interval to check for recent anxiety screenings, whereas the CPG requirements specify a 1-year interval. The age threshold in the ELM implementation is correctly set to 18 years, matching the CPG requirements. However, the ""Rationale"" expression in the ELM implementation is set to null for both conditions, whereas the CPG requirements specify a rationale for when screening is needed. The recommendation output in the ELM implementation matches the CPG requirements when screening is needed, but the ""Rationale"" is not correctly implemented.",,groq,Anxiety-Screening_CPG.md,True,True,True,False,,
HIV-Screening.json,HIV_Screening_CDS,llama-3.3-70b,False,0.7656724452972412,"The ELM implementation does not exactly match the CPG requirements for the age range. The CPG specifies an age range of 15 to 65 years, but the ELM implementation only checks if the age is greater than or equal to 30 years. The ELM implementation is missing the upper limit of 65 years and the lower limit of 15 years is not correctly represented. Additionally, the rationale in the ELM implementation is set to null when it should be ""USPSTF recommends that clinicians screen for HIV infection in adolescents and adults aged 15-65 years. Younger adolescents and older adults who are at increased risk should also be screened. Grade A recommendation."" when InPopulation is true.",,groq,HIV-Screening_CPG.md,True,True,True,False,,
Prediabetes-Obesity-Screening.json,Prediabetes_Obesity_Screening_CDS,llama-3.3-70b,False,0.9805171489715576,"; In the ELM implementation, the ""Is Obese"" statement uses a value of 35 for the BMI threshold, whereas the CPG requirements specify a threshold of 25 kg/m2.; The CPG requirements specify an age range of 35 to 70 years, which is correctly implemented in the ELM.; The CPG requirements specify a time interval of 3 years for the ""No blood glucose or HbA1c test performed"" condition, which is correctly implemented in the ELM as 3 years.; The ""Rationale"" expression in the ELM implementation is set to ""Null"" for both the ""then"" and ""else"" conditions, whereas the CPG requirements specify a rationale for when screening is needed.",,groq,Prediabetes-Obesity-Screening_CPG.md,True,True,True,False,,
Cervical-Cancer-Screening-WrongAge.json,Cervical_Cancer_Screening_CDS,llama-3.3-70b,False,0.9295873641967773,"The ELM implementation has a mismatch in the age range. The CPG requires an age range of 21 to 65 years, but the ELM implementation uses 30 as the lower bound instead of 21. The correct lower bound should be 21, not 30.",,groq,Cervical-Cancer-Screening_CPG.md,True,True,True,False,,
Depression-Screening-WrongLookback.json,DepressionScreening_CDS,llama-3.3-70b,False,1.0607919692993164,"The ELM implementation uses a 3-month interval for recent depression screening, whereas the CPG requirements specify a 1-year interval. The age demographic in the ELM is correctly implemented as 12 years or older. However, the time interval for recent screening does not match the CPG requirements. The CPG requires that no depression screening has been performed in the past 1 year, but the ELM checks for screenings within the past 3 months.",,groq,Depression_screening_CPG.md,True,True,True,False,,
Falls-Prevention-WrongAge.json,Falls_Prevention_Screening_CDS,llama-3.3-70b,False,0.5637483596801758,"The age in the ""In Demographic"" statement of the ELM implementation is set to 75, but the CPG requirement specifies an age of 65 years or older. The ELM implementation should be updated to reflect this exact age requirement. Additionally, the ""In Demographic"" statement should be updated to use ""GreaterOrEqual"" with the value 65 instead of 75.",,groq,Falls-Prevention-Screening_CPG.md,True,True,True,False,,
Alcohol-Misuse-WrongAge.json,Alcohol_Misuse_Screening_CDS,llama-3.3-70b,False,0.9108245372772217,"The ELM implementation uses an age of 25 in the ""In Demographic"" statement, but the CPG requires an age of 18. The correct expression for ""In Demographic"" should use 18 instead of 25.",,groq,Alcohol-Misuse-Screening_CPG.md,True,True,True,False,,
Osteoporosis-WrongLookback.json,Osteoporosis_Screening_CDS,llama-3.3-70b,False,1.1822497844696045,"The ELM implementation uses 6 months as the time interval for a recent DEXA scan, whereas the CPG requirements specify 2 years. The age threshold in the ELM implementation is correctly set to 65 years. However, the time interval mismatch needs to be corrected to exactly 2 years to match the CPG requirements.",,groq,Osteoporosis-Screening_CPG.md,True,True,True,False,,
AAA-Screening-WrongAge.json,AAA_Screening_CDS,llama-3.3-70b,False,0.9864487648010254,"The ELM implementation uses an age range of 55-75 years, but the CPG requirements specify an age range of 65-75 years. The ""In Demographic"" statement in the ELM JSON has a ""GreaterOrEqual"" condition with a value of 55, which does not match the CPG requirement of 65.",,groq,AAA-Screening_CPG.md,True,True,True,False,,
