file,library,model,valid,time_seconds,errors,warnings,source,cpg_file,has_cpg,has_ground_truth,correct,expected_valid,error_match,warning_match
USPSTFStatinUseForPrimaryPreventionOfCVDInAdultsSharedLogicFHIRv401.json,USPSTFStatinUseForPrimaryPreventionOfCVDInAdultsSharedLogicFHIRv401,gpt-oss-120b,True,1.266822099685669,,,groq,USPSTF_Statin_Use_CPG.md,True,True,True,True,,
Condition_and_Medication_Count_FHIRv401.json,Condition_and_Medication_Count_FHIRv401,gpt-oss-120b,True,0.5527565479278564,,,groq,Condition_Medication_Count_CPG.md,True,True,True,True,,
Chlamydia_Screening_Common_CQL.json,ChlamydiaScreening_CDS_UsingCommon,gpt-oss-120b,True,0.4505934715270996,,,groq,Chlamydia_Screening_CPG.md,True,True,True,True,,
Adult-Weight-Screening-and-Follow-Up-OpenEMR.json,Adult-Weight-Screening-and-Follow-Up-OpenEMR,gpt-oss-120b,True,0.6111037731170654,,,groq,Adult-Weight-Screening-and-Follow-Up-OpenEMR_CPG.md,True,True,True,True,,
Breast-Cancer-Screening-OpenEMR.json,Breast-Cancer-Screening-OpenEMR,gpt-oss-120b,True,0.29857468605041504,,,groq,Breast-Cancer-Screening-OpenEMR_CPG.md,True,True,True,True,,
Colon-Cancer-Screening-OpenEMR.json,Colon-Cancer-Screening-OpenEMR,gpt-oss-120b,True,0.6368391513824463,,,groq,Colon-Cancer-Screening-OpenEMR_CPG.md,True,True,True,True,,
Prostate-Cancer-Screening-OpenEMR.json,Prostate-Cancer-Screening-OpenEMR,gpt-oss-120b,True,0.32085132598876953,,,groq,Prostate-Cancer-Screening-OpenEMR_CPG.md,True,True,True,True,,
Depression_screening.json,DepressionScreening_CDS,gpt-oss-120b,True,0.3304762840270996,,,groq,Depression_screening_CPG.md,True,True,True,True,,
Osteoporosis screening.json,Osteoporosis_Screening_CDS,gpt-oss-120b,False,1.130579948425293,"; The CPG requires that a DEXA scan performed within the past 2 years **must have a result present** to count as “screened.” The ELM summary only checks “No DEXA scan performed in the past 2 years” and does not mention verifying that a result exists, so this logical condition is missing.; All other numeric values (age ≥ 65 years, 2‑year look",,groq,Osteoporosis-Screening_CPG.md,True,True,False,True,,
Hypertension-Screening.json,Hypertension-Screening,gpt-oss-120b,False,0.6493065357208252,"; **Age threshold mismatch**: CPG requires minimum age ≥ 18 years, but the ELM implementation uses an age threshold of ≥ 25 years.; **Look‑back period mismatch**: CPG specifies that a blood‑pressure screening encounter within the past **12 months** (1 year) negates the need for screening, whereas the ELM implementation uses a look‑back interval of **6 months**.",,groq,Hypertension-Screening_CPG.md,True,True,True,False,,
Statin-Therapy-for-CVD-Prevention.json,Statin-Therapy-for-CVD-Prevention,gpt-oss-120b,False,0.8454899787902832,"; **Age Upper Limit Mismatch** – CPG specifies the inclusion age range as 30 to 85 years (inclusive). The ELM implementation lists the upper age threshold as ≤ 80 years, which does not meet the guideline requirement.; **LDL Threshold Labeling** – The ELM summary places the LDL ≥ 190 mg/dL criterion under “Time Intervals (Lookback Periods)”. While the numeric value (190 mg/dL) matches the guideline, the categorization is incorrect; it should be listed as a laboratory value threshold, not a time interval.",,groq,Statin-Therapy-for-CVD-Prevention_CPG.md,True,True,True,False,,
Type-2-Diabetes-Diagnosis.json,Type-2-Diabetes-Diagnosis,gpt-oss-120b,False,0.5221695899963379,"; HbA1c Laboratory Test threshold mismatch: CPG requires result value ≥ 6.5 %, but the ELM implementation lists a threshold of **9 g%** (incorrect value and unit). This does not meet the guideline’s numeric requirement.",,groq,Type-2-Diabetes-Diagnosis_CPG.md,True,True,True,False,,
Cervical-Cancer-Screening.json,Cervical_Cancer_Screening_CDS,gpt-oss-120b,True,0.3744027614593506,,,groq,Cervical-Cancer-Screening_CPG.md,True,True,True,True,,
Lung-Cancer-Screening.json,Lung_Cancer_Screening_CDS,gpt-oss-120b,False,0.7071044445037842,"; The ELM implementation only checks for age (≥ 50 and ≤ 80) and the presence of a “Tobacco User” code, but it does **not** enforce the required smoking exposure of **≥ 20 pack‑years**.; The ELM does not verify that a former smoker has **quit within the past 15 years**, which is part of the inclusion criteria.; Consequently, the decision logic in the ELM is incomplete relative to the CPG requirements, even though the age thresholds and 1‑year LDCT look‑back period match.",,groq,Lung-Cancer-Screening_CPG.md,True,True,False,True,,
AAA-Screening.json,AAA_Screening_CDS,gpt-oss-120b,True,0.4402134418487549,,,groq,AAA-Screening_CPG.md,True,True,True,True,,
Alcohol-Misuse-Screening.json,Alcohol_Misuse_Screening_CDS,gpt-oss-120b,True,0.3033452033996582,,,groq,Alcohol-Misuse-Screening_CPG.md,True,True,True,True,,
Falls-Prevention-Screening.json,Falls_Prevention_Screening_CDS,gpt-oss-120b,True,0.36847519874572754,,,groq,Falls-Prevention-Screening_CPG.md,True,True,True,True,,
Tobacco-Use-Screening.json,Tobacco_Use_Screening_CDS,gpt-oss-120b,True,0.4984002113342285,,,groq,Tobacco-Use-Screening_CPG.md,True,True,True,True,,
Colorectal-Cancer-Average-Risk-Screening.json,Colorectal_Cancer_AverageRisk_Screening_CDS,gpt-oss-120b,False,0.7469632625579834,"; Age lower bound mismatch: CPG requires Age ≥ 45, but ELM uses Age ≥ 60.; Look‑back interval mismatch: CPG defines “no screening in the past 1 year,” whereas ELM checks for recent screening within the past 2 years.",,groq,Colorectal-Cancer-Average-Risk-Screening_CPG.md,True,True,True,False,,
Anxiety-Screening.json,Anxiety_Screening_CDS,gpt-oss-120b,False,0.5134751796722412,"Time interval mismatch – the CPG requires a look‑back period of **1 year** for prior anxiety disorder screening, but the ELM implementation uses a **6‑month** look‑back period. All other values (age threshold and value set) match.",,groq,Anxiety-Screening_CPG.md,True,True,True,False,,
HIV-Screening.json,HIV_Screening_CDS,gpt-oss-120b,False,0.6114966869354248,"; Age threshold in ELM is set to **≥ 30 years**, but the CPG requires **≥ 15 years** (and also an upper limit of ≤ 65 years, which is missing in the ELM).; The ELM does not include the upper age limit of **65 years** as specified by the CPG.; All other values (1‑year lookback period and HIV Test value set) match the CPG.",,groq,HIV-Screening_CPG.md,True,True,True,False,,
Prediabetes-Obesity-Screening.json,Prediabetes_Obesity_Screening_CDS,gpt-oss-120b,False,0.6454713344573975,"; BMI threshold mismatch: CPG requires BMI ≥ 25 kg/m², but ELM lists “35 kg/m² (in: Is Obese)”.; Glucose/HbA1c test look‑back period mismatch: CPG requires no test in the past 3 years, but ELM uses “1 year (in: Has Recent Glucose Test)”.",,groq,Prediabetes-Obesity-Screening_CPG.md,True,True,True,False,,
