file,library,model,valid,time_seconds,errors,warnings,source,cpg_file,has_cpg,has_ground_truth,correct,expected_valid
USPSTFStatinUseForPrimaryPreventionOfCVDInAdultsSharedLogicFHIRv401.json,USPSTFStatinUseForPrimaryPreventionOfCVDInAdultsSharedLogicFHIRv401,gpt-oss-120b,False,2.7189323902130127,"; **Missing 10‑year CVD risk threshold check** – CPG requires a calculated ASCVD risk ≥ 10% (or 7.5‑<10% for selective offer). The ELM defines `MostRecentValidCVDRiskAssessmentResult` but never applies a ≥ 10% (or 7.5‑10%) condition in the decision logic.; **Selective‑offer risk band (7.5 %–<10 %) not implemented** – The guideline specifies a separate recommendation for patients with risk 7.5 %–<10 %; the ELM contains no logic to handle this tier.; **Dyslipidemia definition incomplete** – CPG dyslipidemia includes elevated LDL, low HDL, **or elevated total cholesterol**. The ELM only checks LDL > 130 mg/dL or HDL < 40 mg/dL and does not consider total cholesterol values.; **Look‑back intervals are not specified in the CPG** – The ELM uses 6‑year look‑backs for LDL, HDL, smoking status, and CV‑risk assessment, which are not required by the guideline and therefore constitute unnecessary constraints. (While not a direct mismatch, they are not justified by the CPG.); **No explicit “AND” combination of inclusion criteria** – The guideline requires **both** age range **and** at least one risk factor **and** risk ≥10% with no exclusions. The ELM’s top‑level logical composition is not shown, but the absence of the risk‑threshold condition means the overall inclusion logic is incomplete.",,groq,USPSTF_Statin_Use_CPG.md,True,True,False,True
Condition_and_Medication_Count_FHIRv401.json,Condition_and_Medication_Count_FHIRv401,gpt-oss-120b,True,0.5648646354675293,,,groq,Condition_Medication_Count_CPG.md,True,True,True,True
Chlamydia_Screening_Common_CQL.json,ChlamydiaScreening_CDS_UsingCommon,gpt-oss-120b,True,1.0102193355560303,,,groq,Chlamydia_Screening_CPG.md,True,True,True,True
Adult-Weight-Screening-and-Follow-Up-OpenEMR.json,Adult-Weight-Screening-and-Follow-Up-OpenEMR,gpt-oss-120b,True,0.6493105888366699,,,groq,Adult-Weight-Screening-and-Follow-Up-OpenEMR_CPG.md,True,True,True,True
Breast-Cancer-Screening-OpenEMR.json,Breast-Cancer-Screening-OpenEMR,gpt-oss-120b,True,0.7664008140563965,,,groq,Breast-Cancer-Screening-OpenEMR_CPG.md,True,True,True,True
Colon-Cancer-Screening-OpenEMR.json,Colon-Cancer-Screening-OpenEMR,gpt-oss-120b,True,0.68815016746521,,,groq,Colon-Cancer-Screening-OpenEMR_CPG.md,True,True,True,True
Prostate-Cancer-Screening-OpenEMR.json,Prostate-Cancer-Screening-OpenEMR,gpt-oss-120b,True,0.5644190311431885,,,groq,Prostate-Cancer-Screening-OpenEMR_CPG.md,True,True,True,True
Depression_screening.json,DepressionScreening_CDS,gpt-oss-120b,False,1.1455252170562744,"The ELM implementation omits the required “Encounter to Screen for Depression” inclusion criterion. The CPG specifies that a qualifying encounter (value set 2.16.840.1.113883.3.600.1916) must be present during the measurement period, but the ELM logic does not check for this encounter at all. All other numeric values (age ≥ 12, 1‑year look‑back) and value‑set references match the CPG.",,groq,Depression_screening_CPG.md,True,True,False,True
Osteoporosis screening.json,Osteoporosis_Screening_CDS,gpt-oss-120b,False,1.5141117572784424,"; Sex check does not reference the required “Female Administrative Sex” value set; it uses a hard‑coded string comparison instead of the specified value set (`2.16.840.1.113883.3.560.100.2`).; Osteoporosis and Osteopenia exclusion logic only looks for diagnoses with `clinicalStatus = active`. The CPG exclusion criteria require any existing diagnosis (regardless of status), so the ELM is too restrictive.; All other numeric values (age ≥ 65, 2‑year look‑back for DEXA) and the overall logical combination (AND/NOT) correctly reflect the CPG.",,groq,Osteoporosis-Screening_CPG.md,True,True,False,True
Hypertension-Screening.json,Hypertension-Screening,gpt-oss-120b,False,0.5911228656768799,"Age threshold mismatch (ELM: 25 years, CPG: 18 years); Lookback period mismatch (ELM: 6 months, CPG: 12 months)",,groq,Hypertension-Screening_CPG.md,True,True,True,False
Statin-Therapy-for-CVD-Prevention.json,Statin-Therapy-for-CVD-Prevention,gpt-oss-120b,False,0.6605291366577148,"Age upper bound mismatch – ELM implementation restricts age to ≤ 80 years, while the CPG specifies the inclusion age range as ≤ 85 years (30‑85 years inclusive). All other numeric values and value set references match the CPG.",,groq,Statin-Therapy-for-CVD-Prevention_CPG.md,True,True,True,False
