file,library,model,valid,time_seconds,errors,warnings,source,cpg_file,has_cpg,has_ground_truth,correct,expected_valid
USPSTFStatinUseForPrimaryPreventionOfCVDInAdultsSharedLogicFHIRv401.json,USPSTFStatinUseForPrimaryPreventionOfCVDInAdultsSharedLogicFHIRv401,qwen3-32b,False,4.4002532958984375,,,groq,USPSTF_Statin_Use_CPG.md,True,True,False,True
Condition_and_Medication_Count_FHIRv401.json,Condition_and_Medication_Count_FHIRv401,qwen3-32b,False,2.9117631912231445,"Filters `Condition` resources using `verificationStatus = ""confirmed""` via the specified code system (`http://terminology.hl7.org/CodeSystem/condition-ver-status`).; The `~` operator ensures equivalence to the ""confirmed"" concept.; Counts all `MedicationRequest` resources without filters, as required.; Correctly sums `NumberConfirmedConditions` and `NumberMedicationRequests` and checks if the total is greater than 0.; Constructs the string using the patient’s first given name (`Patient.name[0].given[0]`) and inserts the computed counts (`{N}`, `{M}`).",,groq,Condition_Medication_Count_CPG.md,True,True,False,True
Chlamydia_Screening_Common_CQL.json,ChlamydiaScreening_CDS_UsingCommon,qwen3-32b,False,3.2428181171417236,,,groq,Chlamydia_Screening_CPG.md,True,True,False,True
Adult-Weight-Screening-and-Follow-Up-OpenEMR.json,Adult-Weight-Screening-and-Follow-Up-OpenEMR,qwen3-32b,False,1.6980171203613281,"`MeetsInclusionCriteria` uses `AND` to combine `Screening Age` and `Body Weight` (no observations in the past month), as required.; `InPopulation` correctly depends on `MeetsInclusionCriteria`.; `Body Weight` logic (`COUNT(...) = 0`) ensures exclusion if a weight observation exists in the past month.",,groq,Adult-Weight-Screening-and-Follow-Up-OpenEMR_CPG.md,True,True,False,True
Breast-Cancer-Screening-OpenEMR.json,Breast-Cancer-Screening-OpenEMR,qwen3-32b,False,1.8306474685668945,"Age threshold (40 years) matches exactly.; Time interval (1 year lookback for mammogram procedures) matches exactly.; **Inclusion Criteria**:; `Screening Age` (age ≥ 40) ✅; `Gender` (female) ✅; `Mammogram` (no procedure in past 1 year) ✅; All three conditions are combined with `AND` as required.; **Exclusion Logic**:; `ProcedureLookBack` correctly identifies mammograms in the past year using the specified value set (`2.16.840.1.113762.1.4.1182.380`).; `IsNull(ProcedureLookBack(...))` ensures the ""no procedure in past 1 year"" condition is enforced.; Recommendation is ""Perform mammogram screening"" only when `InPopulation = true`.; All other outputs (Rationale, Links, Suggestions, Errors) are `null` as specified.",,groq,Breast-Cancer-Screening-OpenEMR_CPG.md,True,True,False,True
Colon-Cancer-Screening-OpenEMR.json,Colon-Cancer-Screening-OpenEMR,qwen3-32b,True,1.278414249420166,,,groq,Colon-Cancer-Screening-OpenEMR_CPG.md,True,True,True,True
Prostate-Cancer-Screening-OpenEMR.json,Prostate-Cancer-Screening-OpenEMR,qwen3-32b,False,1.2659294605255127,"Inclusion criteria use `AND` for age, gender, and assessment.; ""No Screening Needed"" logic uses `NOT EXISTS` with a 1-month lookback for procedures.; `generic_procedure_valuesets` correctly combines procedures via `UNION`.",,groq,Prostate-Cancer-Screening-OpenEMR_CPG.md,True,True,False,True
Depression_screening.json,DepressionScreening_CDS,qwen3-32b,False,2.0063061714172363,,,groq,Depression_screening_CPG.md,True,True,False,True
Osteoporosis screening.json,Osteoporosis_Screening_CDS,qwen3-32b,False,3.190664529800415,"**Inclusion/Exclusion Criteria**: The logic uses `AND` for inclusion criteria and `NOT` for exclusions, as required.; **DEXA Scan Check**: Correctly excludes patients with a scan in the past 2 years using the specified value set and time interval.; **Condition Status**:; For **Osteoporosis/Osteopenia**, the ELM checks for `active` status, aligning with the CPG's exclusion of active diagnoses.; For **Osteoporotic Fractures**, the ELM checks for non-null clinical status (`NOT (IsNull(...))`), which captures any history (active, inactive, or resolved), matching the CPG's exclusion of ""history of fractures.""",,groq,Osteoporosis-Screening_CPG.md,True,True,False,True
Hypertension-Screening.json,Hypertension-Screening,qwen3-32b,False,1.0684998035430908,,,groq,Hypertension-Screening_CPG.md,True,True,True,False
