file,library,model,trial,ablation,valid,time_seconds,errors,warnings,source,cpg_file,has_cpg,has_ground_truth,correct,expected_valid
USPSTFStatinUseForPrimaryPreventionOfCVDInAdultsSharedLogicFHIRv401.json,USPSTFStatinUseForPrimaryPreventionOfCVDInAdultsSharedLogicFHIRv401,qwen3.5-35b-a3b,4,no_simplify,False,9.400180339813232,"; *Summary of Critical Errors**:; The ELM fails to check if the 10-year CVD risk is **>= 10%**. It retrieves the value but does not filter based on it.; The ELM uses `Greater` (>) for the LDL exclusion threshold of 190 mg/dL, whereas the CPG specifies `>= 190 mg/dL`. This allows patients with exactly 190 mg/dL to be recommended statins, which is incorrect per the CPG.",,openrouter,USPSTF_Statin_Use_CPG.md,True,True,False,True
Condition_and_Medication_Count_FHIRv401.json,Condition_and_Medication_Count_FHIRv401,qwen3.5-35b-a3b,4,no_simplify,True,1.573918104171753,,,openrouter,Condition_Medication_Count_CPG.md,True,True,True,True
Chlamydia_Screening_Common_CQL.json,ChlamydiaScreening_CDS_UsingCommon,qwen3.5-35b-a3b,4,no_simplify,False,25.791831016540527,"; Correction*: Upon closer inspection of the ELM, the logic is `Less(CalculateAge, 24)`. If a patient is 23 years and 364 days old, `CalculateAge` is 23. `Less(23, 24)` is true. If a patient is 24 years and 1 day old, `CalculateAge` is 24. `Less(24, 24)` is false. This matches the CPG ""less than 24"".; Re-evaluating the ""No Screening"" logic*:; Condition 1 in ELM: `Not(Exists(Results ... where issued is in [Today - 1 year, Today]))`. This correctly implements ""No results in past 1 year"".; Condition 2 in ELM: `Not(Exists(ProcedureRequest ... where orderedOn is same or after Today))`. This correctly implements ""No pending orders today or later"".; Condition 3 in ELM: `Not(Exists(Observation ... Reason for not performing))`. This correctly implements ""No documented reason"".; Re-evaluating the Age Logic again*:; Wait, let's look at the ""Sexually Active"" definition*:; Let's look at the ""No Screening"" logic again carefully*:; Is there a value mismatch?*; Let's check the ""Pending Order"" logic*:; Let's check the ""Reason"" logic*:; Is there a mismatch in the ""In Demographic"" logic?*; Wait, is the ""Sexually Active"" logic correct?*; Let's re-read the ""No Screening"" definition in the CPG*:; Is there any other mismatch?*; Is the age calculation correct?*; Is the interval logic correct?*; Is there a mismatch in the ""No Screening"" logic structure?*; Wait, is the ""No Screening"" statement name misleading?*; Is there any other error?*; Let's check the ""In Demographic"" logic again.*; Let's check the ""No Screening"" logic again.*; Is there a mismatch in the ""Reason"" retrieval?*; Is there a mismatch in the ""Pending Order"" retrieval?*; Is there a mismatch in the ""Results"" retrieval?*; Is there a mismatch in the ""Sex"" value set?*; Is there a mismatch in the ""Age"" calculation?*",,openrouter,Chlamydia_Screening_CPG.md,True,True,False,True
Adult-Weight-Screening-and-Follow-Up-OpenEMR.json,Adult-Weight-Screening-and-Follow-Up-OpenEMR,qwen3.5-35b-a3b,4,no_simplify,True,0.49320006370544434,,,openrouter,Adult-Weight-Screening-and-Follow-Up-OpenEMR_CPG.md,True,True,True,True
Breast-Cancer-Screening-OpenEMR.json,Breast-Cancer-Screening-OpenEMR,qwen3.5-35b-a3b,4,no_simplify,True,0.9534621238708496,,,openrouter,Breast-Cancer-Screening-OpenEMR_CPG.md,True,True,True,True
Colon-Cancer-Screening-OpenEMR.json,Colon-Cancer-Screening-OpenEMR,qwen3.5-35b-a3b,4,no_simplify,True,1.426034927368164,,,openrouter,Colon-Cancer-Screening-OpenEMR_CPG.md,True,True,True,True
Prostate-Cancer-Screening-OpenEMR.json,Prostate-Cancer-Screening-OpenEMR,qwen3.5-35b-a3b,4,no_simplify,True,0.3817787170410156,,,openrouter,Prostate-Cancer-Screening-OpenEMR_CPG.md,True,True,True,True
Depression_screening.json,DepressionScreening_CDS,qwen3.5-35b-a3b,4,no_simplify,True,1.084336519241333,,,openrouter,Depression_screening_CPG.md,True,True,True,True
Osteoporosis screening.json,Osteoporosis_Screening_CDS,qwen3.5-35b-a3b,4,no_simplify,False,3.0753984451293945,,,openrouter,Osteoporosis-Screening_CPG.md,True,True,False,True
Hypertension-Screening.json,Hypertension-Screening,qwen3.5-35b-a3b,4,no_simplify,False,1.856154441833496,,,openrouter,Hypertension-Screening_CPG.md,True,True,True,False
