file,library,model,trial,ablation,valid,time_seconds,errors,warnings,source,cpg_file,has_cpg,has_ground_truth,correct,expected_valid
USPSTFStatinUseForPrimaryPreventionOfCVDInAdultsSharedLogicFHIRv401.json,USPSTFStatinUseForPrimaryPreventionOfCVDInAdultsSharedLogicFHIRv401,gpt-oss-120b,3,full,False,2.484477996826172,"; **Risk Threshold Logic Missing** – The CPG requires that a 10‑year ASCVD risk ≥ 10 % trigger a statin recommendation (and 7.5 %–<10 % trigger a selective offer). The ELM definitions include retrieval of a recent CV‑risk assessment (`MostRecentValidCVDRiskAssessmentResult`) but no comparison against the 10 % (or 7.5 %) thresholds, so the core decision rule is absent.; **Incomplete Value Set References** – The definitions for smoking status and CV‑risk assessment use placeholder value set identifiers (`ValueSet ""?""`). No concrete value set OIDs are supplied, so the logic cannot correctly identify current smokers or locate the risk‑assessment observation.; **Missing Inclusion of Dyslipidemia via Total Cholesterol** – The CPG lists “elevated total cholesterol” as a dyslipidemia criterion. The ELM only checks LDL > 130 mg/dL or HDL < 40 mg/dL; total‑cholesterol is not considered.; **Selective Offer for 7.5 %–<10 % Not Implemented** – The guideline’s Grade C recommendation for patients with a 10‑year risk between 7.5 % and 10 % is not represented in the ELM logic.; **Potential Gap in Contraindication Coverage** – The CPG’s “contraindications to statin therapy” is broader than the specific conditions listed in `MeetsExclusionCriteria`. While many major contraindications are present (pregnancy, breastfeeding, ESRD, dialysis, cirrhosis, rhabdomyolysis, FH, prior CVD, LDL ≥ 190, current statin use), any additional contraindications not captured could cause a mismatch, but the primary issue is the missing generic “contraindication” check.",,groq,USPSTF_Statin_Use_CPG.md,True,True,False,True
Condition_and_Medication_Count_FHIRv401.json,Condition_and_Medication_Count_FHIRv401,gpt-oss-120b,3,full,False,1.305602788925171,"; **NumberConfirmedConditions filter** – The CPG requires filtering Condition resources where `verificationStatus` equals the code **""confirmed""** from the code system `http://terminology.hl7.org/CodeSystem/condition-ver-status`. The ELM uses `ToConcept(C.verificationStatus) ~ Concept ""Condition Confirmed""` which references a concept by display text rather than explicitly matching the required code and code system. This does not guarantee an exact match to the required code/value set.; **Summary construction** – The CPG specifies the exact output string format: `""{PatientFirstName} has {N} confirmed conditions and {M} MedicationRequests.""` The ELM only shows a generic `[Concatenate]` placeholder with no indication that it builds the string in the required format or extracts the first given name correctly. This does not satisfy the summary specification.",,groq,Condition_Medication_Count_CPG.md,True,True,False,True
Chlamydia_Screening_Common_CQL.json,ChlamydiaScreening_CDS_UsingCommon,gpt-oss-120b,3,full,True,1.2517311573028564,,,groq,Chlamydia_Screening_CPG.md,True,True,True,True
Adult-Weight-Screening-and-Follow-Up-OpenEMR.json,Adult-Weight-Screening-and-Follow-Up-OpenEMR,gpt-oss-120b,3,full,False,1.5873494148254395,"; The ELM “Errors” definition includes an ELSE clause that returns “Unable to generate weight screening recommendation. Please verify patient data is complete or contact support.” when the inclusion criteria are met. The CPG specifies that an error should only be returned when the patient does **not** meet the screening criteria (i.e., InPopulation = false). The extra ELSE branch is not part of the CPG and would produce an inappropriate error message for patients who should receive the weight‑screening recommendation. All other numeric values (age ≥ 18, 1‑month look‑back) and the value‑set reference match the CPG.",,groq,Adult-Weight-Screening-and-Follow-Up-OpenEMR_CPG.md,True,True,False,True
Breast-Cancer-Screening-OpenEMR.json,Breast-Cancer-Screening-OpenEMR,gpt-oss-120b,3,full,True,0.6483407020568848,,,groq,Breast-Cancer-Screening-OpenEMR_CPG.md,True,True,True,True
Colon-Cancer-Screening-OpenEMR.json,Colon-Cancer-Screening-OpenEMR,gpt-oss-120b,3,full,True,0.6806507110595703,,,groq,Colon-Cancer-Screening-OpenEMR_CPG.md,True,True,True,True
Prostate-Cancer-Screening-OpenEMR.json,Prostate-Cancer-Screening-OpenEMR,gpt-oss-120b,3,full,True,0.6581673622131348,,,groq,Prostate-Cancer-Screening-OpenEMR_CPG.md,True,True,True,True
Depression_screening.json,DepressionScreening_CDS,gpt-oss-120b,3,full,False,0.9945981502532959,"The ELM implementation omits the required inclusion criterion of a qualifying encounter during the measurement period (value set 2.16.840.1.113883.3.600.1916). All other numeric thresholds (age ≥ 12, 1‑year look‑back) and value‑set references match the CPG, but without the encounter check the logic does not fully implement the guideline.",,groq,Depression_screening_CPG.md,True,True,False,True
Osteoporosis screening.json,Osteoporosis_Screening_CDS,gpt-oss-120b,3,full,False,0.9169583320617676,"; **Female sex check** – CPG requires the patient’s sex be verified against the “Female Administrative Sex” value set (`2.16.840.1.113883.3.560.100.2`). The ELM implementation simply tests `[Patient].gender.value = female` (a string comparison) and does not reference the required value set.; **Osteoporosis and Osteopenia exclusion criteria** – CPG excludes patients with any existing diagnosis of osteoporosis or osteopenia (no qualifier on clinical status). The ELM logic restricts these exclusions to diagnoses with `clinicalStatus = active` only, which could incorrectly include patients with a historic (inactive) diagnosis. This does not fully implement the CPG exclusion rules.",,groq,Osteoporosis-Screening_CPG.md,True,True,False,True
Hypertension-Screening.json,Hypertension-Screening,gpt-oss-120b,3,full,False,0.6043374538421631,[,,groq,Hypertension-Screening_CPG.md,True,True,True,False
