file,library,model,trial,valid,time_seconds,errors,warnings,source,cpg_file,has_cpg,has_ground_truth,correct,expected_valid
USPSTFStatinUseForPrimaryPreventionOfCVDInAdultsSharedLogicFHIRv401.json,USPSTFStatinUseForPrimaryPreventionOfCVDInAdultsSharedLogicFHIRv401,qwen3-32b,1,False,3.5501527786254883,"[1. The ELM implementation checks for LDL-C > 190 mg/dL for exclusion criteria, but the CPG specifies LDL-C >= 190 mg/dL. 2. The ELM's HasCVDRiskFactors logic for dyslipidemia includes only LDL > 130 mg/dL and HDL < 40 mg/dL, but the CPG defines dyslipidemia as elevated LDL, low HDL, or elevated total cholesterol (missing total cholesterol check).]",,groq,USPSTF_Statin_Use_CPG.md,True,True,False,True
Condition_and_Medication_Count_FHIRv401.json,Condition_and_Medication_Count_FHIRv401,qwen3-32b,1,True,2.141146659851074,,,groq,Condition_Medication_Count_CPG.md,True,True,True,True
Chlamydia_Screening_Common_CQL.json,ChlamydiaScreening_CDS_UsingCommon,qwen3-32b,1,True,1.703162431716919,,,groq,Chlamydia_Screening_CPG.md,True,True,True,True
Adult-Weight-Screening-and-Follow-Up-OpenEMR.json,Adult-Weight-Screening-and-Follow-Up-OpenEMR,qwen3-32b,1,True,1.2985625267028809,,,groq,Adult-Weight-Screening-and-Follow-Up-OpenEMR_CPG.md,True,True,True,True
Breast-Cancer-Screening-OpenEMR.json,Breast-Cancer-Screening-OpenEMR,qwen3-32b,1,True,1.1755430698394775,,,groq,Breast-Cancer-Screening-OpenEMR_CPG.md,True,True,True,True
Colon-Cancer-Screening-OpenEMR.json,Colon-Cancer-Screening-OpenEMR,qwen3-32b,1,True,0.9090662002563477,,,groq,Colon-Cancer-Screening-OpenEMR_CPG.md,True,True,True,True
Prostate-Cancer-Screening-OpenEMR.json,Prostate-Cancer-Screening-OpenEMR,qwen3-32b,1,True,1.2439422607421875,,,groq,Prostate-Cancer-Screening-OpenEMR_CPG.md,True,True,True,True
Depression_screening.json,DepressionScreening_CDS,qwen3-32b,1,True,1.3937385082244873,,,groq,Depression_screening_CPG.md,True,True,True,True
Osteoporosis screening.json,Osteoporosis_Screening_CDS,qwen3-32b,1,True,0.9030492305755615,,,groq,Osteoporosis-Screening_CPG.md,True,True,True,True
Hypertension-Screening.json,Hypertension-Screening,qwen3-32b,1,False,1.139878749847412,[Age threshold mismatch: CPG requires age >= 18 years but ELM uses age >= 25 years. Time interval mismatch: CPG requires 12-month lookback for blood pressure screening encounters but ELM uses 6-month lookback.],,groq,Hypertension-Screening_CPG.md,True,True,True,False
Statin-Therapy-for-CVD-Prevention.json,Statin-Therapy-for-CVD-Prevention,qwen3-32b,1,False,1.068594217300415,[Age range upper limit in ELM is 80 years instead of 85 years as specified in CPG],,groq,Statin-Therapy-for-CVD-Prevention_CPG.md,True,True,True,False
Type-2-Diabetes-Diagnosis.json,Type-2-Diabetes-Diagnosis,qwen3-32b,1,False,1.0842490196228027,The HbA1c threshold in the ELM implementation is incorrectly set to 9 g% instead of the CPG-specified 6.5%. This numeric value does not match the requirement in the Clinical Practice Guideline.,,groq,Type-2-Diabetes-Diagnosis_CPG.md,True,True,True,False
Cervical-Cancer-Screening.json,Cervical_Cancer_Screening_CDS,qwen3-32b,1,True,0.9093389511108398,,,groq,Cervical-Cancer-Screening_CPG.md,True,True,True,True
Lung-Cancer-Screening.json,Lung_Cancer_Screening_CDS,qwen3-32b,1,False,1.4988906383514404,"[The ELM implementation does not include the 20 pack-year smoking history requirement or the 15-year quit time frame in the ""Has Smoking History"" logic. The CPG requires these additional criteria for inclusion, but the ELM only checks for the presence of a tobacco user condition with active status. All other numeric values (age thresholds, 1-year lookback) and value set references match the CPG requirements.]",,groq,Lung-Cancer-Screening_CPG.md,True,True,False,True
AAA-Screening.json,AAA_Screening_CDS,qwen3-32b,1,True,1.112818717956543,,,groq,AAA-Screening_CPG.md,True,True,True,True
Alcohol-Misuse-Screening.json,Alcohol_Misuse_Screening_CDS,qwen3-32b,1,True,1.168736219406128,,,groq,Alcohol-Misuse-Screening_CPG.md,True,True,True,True
Falls-Prevention-Screening.json,Falls_Prevention_Screening_CDS,qwen3-32b,1,True,1.0034806728363037,,,groq,Falls-Prevention-Screening_CPG.md,True,True,True,True
Tobacco-Use-Screening.json,Tobacco_Use_Screening_CDS,qwen3-32b,1,True,1.126046895980835,,,groq,Tobacco-Use-Screening_CPG.md,True,True,True,True
Colorectal-Cancer-Average-Risk-Screening.json,Colorectal_Cancer_AverageRisk_Screening_CDS,qwen3-32b,1,False,0.9992127418518066,[Age thresholds in ELM implementation are incorrect (60-75 years) compared to CPG requirements (45-75 years). Time interval for recent colorectal screening in ELM is 2 years instead of the required 1 year from CPG.],,groq,Colorectal-Cancer-Average-Risk-Screening_CPG.md,True,True,True,False
Anxiety-Screening.json,Anxiety_Screening_CDS,qwen3-32b,1,False,1.0408804416656494,"The ELM implementation uses a 6-month lookback period for ""Has Recent Anxiety Screening"" (checking for screenings in the past 6 months), but the CPG explicitly requires a 1-year lookback period (""screening has been performed within the past 1 year""). This time interval mismatch directly contradicts the CPG requirements.",,groq,Anxiety-Screening_CPG.md,True,True,True,False
HIV-Screening.json,HIV_Screening_CDS,qwen3-32b,1,False,1.9118123054504395,"[Age thresholds in ELM implementation are incorrect. The CPG specifies age 15-65, but ELM uses age >=30. Additionally, the ELM does not include the upper age limit (65) in the demographic check. The Rationale in the ELM is always null, whereas the CPG requires a specific rationale when InPopulation is true.]",,groq,HIV-Screening_CPG.md,True,True,True,False
Prediabetes-Obesity-Screening.json,Prediabetes_Obesity_Screening_CDS,qwen3-32b,1,False,1.1930737495422363,[BMI threshold in ELM is 35 kg/m2 instead of 25 kg/m2 as specified in CPG; time interval for recent glucose test in ELM is 1 year instead of 3 years as specified in CPG],,groq,Prediabetes-Obesity-Screening_CPG.md,True,True,True,False
Cervical-Cancer-Screening-WrongAge.json,Cervical_Cancer_Screening_CDS,qwen3-32b,1,False,1.4695143699645996,"[In Demographic logic incorrectly checks age >= 30 instead of age >= 21 as specified in CPG requirements. The CPG requires screening for women aged 21-65, but ELM implementation only includes 30-65. This creates a mismatch in the lower age boundary for inclusion criteria.]",,groq,Cervical-Cancer-Screening_CPG.md,True,True,True,False
Depression-Screening-WrongLookback.json,DepressionScreening_CDS,qwen3-32b,1,False,1.483595848083496,"The ELM implementation uses a 3-month lookback period for recent depression screenings (in Has Recent Adult/Adolescent Depression Screening), but the CPG requires a 1-year lookback period (""within the past 1 year""). This mismatch in time intervals (3 months vs. 12 months) directly contradicts the CPG requirements.",,groq,Depression_screening_CPG.md,True,True,True,False
Falls-Prevention-WrongAge.json,Falls_Prevention_Screening_CDS,qwen3-32b,1,False,1.206103801727295,"[Age threshold in ELM implementation is 75 years (In Demographic: age >=75), but CPG requires age >=65 years. This creates a discrepancy in inclusion criteria. The time interval (1 year lookback) and value set reference match requirements.]",,groq,Falls-Prevention-Screening_CPG.md,True,True,True,False
Alcohol-Misuse-WrongAge.json,Alcohol_Misuse_Screening_CDS,qwen3-32b,1,False,1.0554225444793701,"[Age threshold mismatch: CPG requires age >=18 for inclusion, but ELM implementation uses age >=25. This discrepancy excludes eligible patients aged 18-24 from the target population.]",,groq,Alcohol-Misuse-Screening_CPG.md,True,True,True,False
Osteoporosis-WrongLookback.json,Osteoporosis_Screening_CDS,qwen3-32b,1,False,1.9048304557800293,[The ELM implementation specifies a 6-month lookback period for DEXA scans (Has Recent DEXA Scan) while the CPG requires a 2-year lookback period. This creates a critical mismatch in the exclusion criteria for recent DEXA scans.],,groq,Osteoporosis-Screening_CPG.md,True,True,True,False
AAA-Screening-WrongAge.json,AAA_Screening_CDS,qwen3-32b,1,False,1.4523820877075195,"[Age thresholds mismatch: CPG requires age 65-75 for inclusion, but ELM's ""In Demographic"" incorrectly uses age >=55. The lower age bound in ELM (55) is 10 years below the CPG requirement (65).]",,groq,AAA-Screening_CPG.md,True,True,True,False
Breast-Cancer-WrongOperator.json,Breast-Cancer-Screening-OpenEMR,qwen3-32b,1,False,1.4249954223632812,"The logical structure in the ELM implementation incorrectly uses an OR operator between Screening Age and Gender in the MeetsInclusionCriteria calculation. The Clinical Practice Guideline explicitly requires ALL inclusion criteria (age >=40 AND female sex AND no mammogram in past 1 year) to be true, but the ELM uses ""(Screening Age OR Gender) AND Mammogram"" which fails to enforce the required AND relationship between age and gender.",,groq,Breast-Cancer-Screening-OpenEMR_CPG.md,True,True,True,False
